Name,Municipality,County,Address,Student body count,Latitude,Longitude
Mogreina skole,Ullensaker,Akershus,"2054, MOGREINA  ",46,60.2206908,11.1655482
Ullern skole,Sør-Odal,Hedmark,"Ullernvegen 107, 2100 SKARNES",14,60.2235332,11.6343797
Preståsen skole,Nannestad,Akershus,"Preståsvegen 4, 2030 NANNESTAD",46,60.2256499,11.0482773
Sander skole,Sør-Odal,Hedmark,"2116, SANDER  ",20,60.2273597,11.8115255
Hegglandsdalen skule,Os,Hordaland,"Hegglandsdalsvegen 543, 5200 OS",7,60.2284715,5.5396312
Skogbygda skole,Nes,Akershus,"Skolevegen, 2164 SKOGBYGDA",19,60.2289067,11.5146518
Nordvik skole,Bergen,Hordaland,"Fanafjellsvegen 400, 5243 FANA",8,60.2296492,5.3681865
Holdhus Oppvekstsenter - Avdeling skule,Fusa,Hordaland,"Holdhus, 5640 EIKELANDSOSEN",54,60.235834,5.8308221
Søfteland skule,Os,Hordaland,"Lerkevegen 2, 5212 SØFTELAND",17,60.2360564,5.4526809
Toso skole,Jevnaker,Oppland,"Hovsbakken 21, 3520 JEVNAKER",280,60.2383898,10.4250429
Sokna skole,Ringerike,Buskerud,"Skoleveien, 3534 SOKNA",211,60.2386556,9.9266799
Fusa ungdomsskule,Fusa,Hordaland,"Brakabygda 33-34, 5640 EIKELANDSOSEN",59,60.2400015,5.7466383
Eikelandsosen skule,Fusa,Hordaland,"Brakabygda 40, 5640 EIKELANDSOSEN",59,60.2400015,5.7466383
Fusa skule,Fusa,Hordaland,"5642, HOLMEFJORD  ",6,60.2400015,5.7466383
Jevnaker skole,Jevnaker,Oppland,"Skolevegen 20, 3520 JEVNAKER",376,60.2406277,10.3682447
Eggedal skole,Sigdal,Buskerud,"Strengvad, 3359 EGGEDAL",15,60.2444762,9.3586564
Korsmo skole,Sør-Odal,Hedmark,"Skolevegen, 2100 SKARNES",104,60.2522633,11.6814298
Sør-Odal ungdomsskole,Sør-Odal,Hedmark,"Nord-Odals Vegen, 2100 SKARNES",104,60.2522633,11.6814298
Dal skole,Eidsvoll,Akershus,"Hjeravegen 5, 2072 DAL",158,60.2550462,11.1998619
Strandebarm skule,Kvam,Hordaland,"Tangeråsneset 35, 5630 STRANDEBARM",13,60.2566583,6.0094828
Hjellestad skole,Bergen,Hordaland,"Grendatunvegen 23, 5259 HJELLESTAD",299,60.2573346,5.2531147
Maura skole,Nannestad,Akershus,"Lauvåsvegen 2, 2032 MAURA",457,60.2577054,11.0423218
Roverud barne- og ungdomsskole,Kongsvinger,Hedmark,"Skolebakken 3, 2216 ROVERUD",29,60.2582648,12.0616535
Vikebygd skule,Ullensvang,Hordaland,"5776, NÅ  ",29,60.2584001,6.5741716
Grua skole,Lunner,Oppland,"Sagveien 6, 2742 GRUA",17,60.258527,10.6612702
Sekse skule,Ullensvang,Hordaland,"Sekse, 5773 HOVLAND",5,60.2589883,6.6251394
Kirkevoll barne- og ungdomsskole,Bergen,Hordaland,"Fanavegen 314, 5244 FANA",90,60.2631282,5.3474531
Ringmoen skole,Ringerike,Buskerud,"3525, HALLINGBY  ",29,60.2688651,10.1855589
Hallingby skole,Ringerike,Buskerud,"3525, HALLINGBY  ",29,60.2688651,10.1855589
Rødberg skole,Nore og Uvdal,Buskerud,"3630, RØDBERG  ",5,60.2690952,8.9447616
Jondal skule,Jondal,Hordaland,"5627, JONDAL  ",12,60.269108,6.3274072
Uvdal skole,Nore og Uvdal,Buskerud,"3632, UVDAL  ",11,60.269659,8.7513826
Råholt skole,Eidsvoll,Akershus,"Martin Johansens Veg 85, 2070 RÅHOLT",115,60.2732483,11.1871417
Samdal skole,Bergen,Hordaland,"Hausdalsvegen 514, 5229 KALANDSEIDET",,60.2739906,5.4514585
Kaland skole,Bergen,Hordaland,"Osvegen 331, 5229 KALANDSEIDET",27,60.2783773,5.4048487
Slåstad skole,Sør-Odal,Hedmark,"2110, SLÅSTAD  ",23,60.2805548,11.7722295
Råholt ungdomsskole,Eidsvoll,Akershus,"Tærudvegen 1, 2070 RÅHOLT",115,60.2825402,11.1684012
Tellnes skule,Fjell,Hordaland,"Tellnes, 5357 FJELL",38,60.2855539,5.0871767
Liland skole,Bergen,Hordaland,"Lilandsvegen 50, 5258 BLOMSTERDALEN",299,60.2863752,5.2459558
Skeie skole,Bergen,Hordaland,"Råtræet 37, 5239 RÅDAL",52,60.286899,5.3141469
Lunner ungdomsskole,Lunner,Oppland,"2740, ROA  ",27,60.2880793,10.6119047
Nore Fusa skule,Fusa,Hordaland,"5642, HOLMEFJORD  ",9,60.2902031,5.6654212
Rådalslien skole,Bergen,Hordaland,"Rådalslien 95, 5239 RÅDAL",299,60.290353,5.315834
Finstad skole,Eidsvoll,Akershus,"Løkenvegen 6, 2080 EIDSVOLL",158,60.2906293,11.2321493
Steinerskolen på Eidsvoll,Eidsvoll,Akershus,"Furulundsgutua 4, 2074 EIDSVOLL VERK",22,60.2942866,11.158656
Eidsvoll Verk skole,Eidsvoll,Akershus,"Furulundsgutua 8, 2074 EIDSVOLL VERK",22,60.2942866,11.158656
Lunner barneskole,Lunner,Oppland,"Skøienvegen 46, 2730 LUNNER",384,60.2961123,10.5577195
Rå skole,Bergen,Hordaland,"Steinsvikvegen 393, 5239 RÅDAL",359,60.297199,5.3235978
Apeltun skole,Bergen,Hordaland,"Apeltunvegen 94, 5238 RÅDAL",299,60.2980357,5.342649
Finnskogen Montessoriskole Ba,Kongsvinger,Hedmark,"Skolevegen 49, 2218 LUNDERSÆTER",60,60.2985109,12.2802354
Tørvikbygd skule,Kvam,Hordaland,"Dragshagen 4, 5620 TØRVIKBYGD",9,60.2996151,6.1673221
Skranevatnet skole,Bergen,Hordaland,"Sandslivegen 98, 5254 SANDSLI",299,60.3002791,5.2852934
Smørås skole,Bergen,Hordaland,"Nedre Smørås Vei 12, 5238 RÅDAL",299,60.3008304,5.3508628
Skjold skole,Bergen,Hordaland,"Fanavegen 59, 5239 RÅDAL",30,60.304362,5.3332204
Aurdalslia skole,Bergen,Hordaland,"Aurdalslia 30, 5253 SANDSLI",299,60.3067091,5.2853655
Slåtthaug skole,Bergen,Hordaland,"Slåtthaugvegen 138, 5222 NESTTUN",299,60.3101616,5.358661
Syltøy Oppveksttun skule,Fjell,Hordaland,"Syltøy, 5357 FJELL",109,60.3105082,4.9810256
Riple skule,Bergen,Hordaland,"Totlandsvegen 415, 5226 NESTTUN",299,60.3110501,5.3866979
Søreide skole,Bergen,Hordaland,"Ytrebygdsvegen 51, 5251 SØREIDGREND",299,60.3139538,5.2688944
Midtun skole,Bergen,Hordaland,"Osvegen 10, 5227 NESTTUN",299,60.3141177,5.3575889
Ulsmåg skole,Bergen,Hordaland,"Totlandsvegen 53, 5224 NESTTUN",299,60.3150444,5.3755042
Brandval skole,Kongsvinger,Hedmark,"Bruvegen 86, 2219 BRANDVAL",13,60.3187819,12.0112043
Opedal skule,Ullensvang,Hordaland,"Opedal, 5781 LOFTHUS",29,60.3213295,6.6685
Hop skole,Bergen,Hordaland,"Kloppedalsvegen 18, 5232 PARADIS",299,60.3242279,5.3430699
Bjorøy Oppveksttun skule,Fjell,Hordaland,"Bjorøyvegen 202, 5177 BJØRØYHAMN",49,60.326736,5.176325
Kringlebotn skole,Bergen,Hordaland,"Kringlebotn 221, 5225 NESTTUN",48,60.3278928,5.3713295
Ås skole,Eidsvoll,Akershus,"Eidsvollvegen 11, 2080 EIDSVOLL",110,60.3298645,11.2158291
Bønes skole,Bergen,Hordaland,"Øvre Kråkenes 49, 5152 BØNES",306,60.3321931,5.3092875
Vilberg skole,Eidsvoll,Akershus,"Tynsåkvegen 2, 2080 EIDSVOLL",158,60.3322612,11.2628464
Vilberg ungdomsskole,Eidsvoll,Akershus,"Vilbergvegen 3, 2080 EIDSVOLL",45,60.334091,11.2603699
Mathopen skole,Bergen,Hordaland,"Kongsmyrveien 1, 5174 MATHOPEN",44,60.3348663,5.2096367
Nattland skole,Bergen,Hordaland,"Merkurvegen 30, 5099 BERGEN",299,60.3370267,5.3733951
Paradis skole,Bergen,Hordaland,"Statsminister Michelsens Veg 55, 5231 PARADIS",442,60.3385164,5.342825
Bergen Kristne grunnskole,Bergen,Hordaland,"Øvre Kråkenes 49, 5152 BØNES",32,60.338803,5.3203015
Varden skole,Bergen,Hordaland,"Vilhelm Bjerknesvei 15, 5081 BERGEN",1,60.3394051,5.2717667
Grymyr skole,Gran,Oppland,"Skolebakken 9, 2750 GRAN",77,60.340701,10.4091414
Lyshovden skole,Bergen,Hordaland,"Lillehatten 1-3, 5148 FYLLINGSDALEN",359,60.3431499,5.296562
Rudolf Steinerskolen i Bergen,Bergen,Hordaland,"Rieber-Mohns Veg 15, 5231 PARADIS",51,60.3446886,5.343379
Ortun skole,Bergen,Hordaland,"Torgny Segerstedts Vei 14, 5143 FYLLINGSDALEN",473,60.3452506,5.2868079
Storetveit skole,Bergen,Hordaland,"Storetveitvegen 125, 5231 PARADIS",442,60.3455472,5.3479346
Sælen skole,Bergen,Hordaland,"Torgny Segerstedts Vei 4, 5143 FYLLINGSDALEN",38,60.3466018,5.2824606
Vikøy/aksnes skule,Kvam,Hordaland,"Sørheimsvegen 3, 5600 NORHEIMSUND",6,60.3469857,6.1859827
Algrøy skule,Fjell,Hordaland,"Algrøyna, 5357 FJELL",109,60.3477669,4.9555478
Brattholmen skule,Fjell,Hordaland,"Nygårdsvegen 1, 5350 BRATTHOLMEN",33,60.3508286,5.1553811
Løvås skole,Bergen,Hordaland,"Nebbeveien 1, 5144 FYLLINGSDALEN",359,60.3538342,5.2912921
Ekerhovd Oppveksttun skule,Fjell,Hordaland,"Molltveit 15, 5360 KOLLTVEIT",109,60.3547386,5.0864993
Ulveset skule,Fjell,Hordaland,"5357, FJELL  ",38,60.3551937,5.1047626
Danielsen ungdomsskule Sotra,Fjell,Hordaland,"Bildøy, 5353 STRAUME",109,60.3551937,5.1047626
Fjell ungdomsskule,Fjell,Hordaland,"Bildøy, 5353 STRAUME",31,60.3551937,5.1047626
Kolltveit skule,Fjell,Hordaland,"Alebakkane 18, 5353 STRAUME",109,60.3551937,5.1047626
International School Of Bergen - Avd skole,Bergen,Hordaland,"Vilhelm Bjerknesvei 15, 5081 BERGEN",299,60.3563197,5.358385
Slettebakken skole,Bergen,Hordaland,"Vilhelm Bjerknes' Vei 15, 5081 BERGEN",298,60.3563197,5.358385
Alvøen skole,Bergen,Hordaland,"Alvøens Skolevei 61, 5179 GODVIK",299,60.3563197,5.358385
Lynghaug skole,Bergen,Hordaland,"Dag HammarskjÖlds Vei 7, 5144 FYLLINGSDALEN",299,60.3569954,5.2999579
Gran ungdomsskole,Gran,Oppland,"Øvre Hovsgutua 74, 2750 GRAN",77,60.3574065,10.5784005
Trintom skole,Gran,Oppland,"Søndre Ålsvegen 2, 2750 GRAN",11,60.3592511,10.5847419
Knappskog skule,Fjell,Hordaland,"Fjæreidevegen, 5353 STRAUME",109,60.3596545,5.1223404
Seljedalen skole,Bergen,Hordaland,"Vestlundveien 50, 5145 FYLLINGSDALEN",81,60.3608049,5.2848517
Kvam Kristne Skule,Kvam,Hordaland,"Dalatunvegen 136, 5600 NORHEIMSUND",1,60.3629643,6.0929412
Landås skole,Bergen,Hordaland,"Landåsveien 33, 5097 BERGEN",56,60.3632122,5.3706225
Ny Krohnborg skole,Bergen,Hordaland,"Landåsveien 31, 5097 BERGEN",299,60.3632984,5.3697957
Loddefjord skole,Bergen,Hordaland,"Elvetun 27, 5172 LODDEFJORD",297,60.3636015,5.2309325
Steinsdalen skule,Kvam,Hordaland,"Steinsdalsvegen 329, 5600 NORHEIMSUND",4,60.3658894,6.0878048
Sanne skole,Gran,Oppland,"Granavollen 11, 2750 GRAN",113,60.3662222,10.5337397
Foldnes skule,Fjell,Hordaland,"Skiftedalsvegen 1, 5353 STRAUME",183,60.3664998,5.1172397
Gimle skole,Bergen,Hordaland,"St. Olavs Vei 20, 5052 BERGEN",299,60.3705703,5.3534209
Norheimsund barneskule,Kvam,Hordaland,"Gamle Sandvenvegen 27, 5600 NORHEIMSUND",,60.3707273,6.1440165
Norheimsund ungdomsskule,Kvam,Hordaland,"Gamle Sandvenvegen 26, 5600 NORHEIMSUND",19,60.3707273,6.1440165
Kjøkkelvik skole,Bergen,Hordaland,"Kjøkkelvikveien 27, 5178 LODDEFJORD",47,60.3732275,5.2308429
Kinsarvik skule,Ullensvang,Hordaland,"5780, KINSARVIK  ",11,60.3746671,6.7263769
Liljevatnet skule,Fjell,Hordaland,"Arefjordvegen 290, 5355 KNARREVIK",26,60.3750371,5.1552906
Gjerde skule,Samnanger,Hordaland,"Nesjavegen 17, 5650 TYSSE",5,60.3757528,5.7593701
Samnanger ungdomsskule,Samnanger,Hordaland,"Tyssereinane 16, 5650 TYSSE",39,60.3757528,5.7593701
Møllebakken skole,Bergen,Hordaland,"Jørgen Moes Gate 26, 5053 BERGEN",299,60.3779356,5.3392735
Olsvik skole,Bergen,Hordaland,"Olsvikåsen 51, 5183 OLSVIK",299,60.3807356,5.2200333
Haukeland skole,Bergen,Hordaland,"Stemmeveien 1, 5009 BERGEN",267,60.380781,5.3623874
Nygårdslien skole,Bergen,Hordaland,"Nygårdslien 3, 5164 LAKSEVÅG",299,60.3830416,5.274001
Møhlenpris skole,Bergen,Hordaland,"Thormøhlens Gate 25, 5006 BERGEN",180,60.3834893,5.3228659
Hjelteryggen skule,Fjell,Hordaland,"Søre Knappen, 5355 KNARREVIK",91,60.3843056,5.1529967
Hauso barne- og ungdomsskule,Ullensvang,Hordaland,"Hauso, 5777 GRIMO",8,60.3859882,6.6449767
Odda skule,Lom,Oppland,"Bøverdalen, 2687 BØVERDALEN",52,60.3860344,5.3486291
Øystese ungdomsskule,Kvam,Hordaland,"Holmatunvegen 12, 5610 ØYSTESE",46,60.3879558,6.1950375
Øystese barneskule,Kvam,Hordaland,"Ingebrigt Vik-Vegen 24, 5610 ØYSTESE",25,60.388068,6.1985571
Helldal skole,Bergen,Hordaland,"Nye Sædalsveien 190, 5099 BERGEN",359,60.3880719,5.3318512
Sand Sentralskole,Nord-Odal,Hedmark,"Skolevegen 9, 2120 SAGSTUA",11,60.3885786,11.5365697
St Paul skole,Bergen,Hordaland,"Christies Gate 16, 5015 BERGEN",26,60.3889157,5.3230076
Holen skole,Bergen,Hordaland,"Øvre Holen 4 - 6, 5163 LAKSEVÅG",123,60.3900133,5.2825126
Håstein skole,Bergen,Hordaland,"Øvre Holen 4-6, 5163 LAKSEVÅG",297,60.3900133,5.2825126
Foreningen Danielsen ungdomsskole Bergen,Bergen,Hordaland,"St. Jørgens Gate 8, 5018 BERGEN",90,60.3919416,5.3350167
Jaren skole,Gran,Oppland,"Råstadvegen 19, 2770 JAREN",75,60.3920084,10.5748383
Fredheim skole,Gran,Oppland,"Fjordlinna 100, 2760 BRANDBU",77,60.3920762,10.4662805
Langset skole,Eidsvoll,Akershus,"Dorrvegen 16, 2092 MINNESUND",160,60.3936835,11.2115225
Nordnes skole,Bergen,Hordaland,"Nordnesparken 3, 5005 BERGEN",233,60.3972836,5.308298
Nordbygda skule,Samnanger,Hordaland,"Reistadliane, 5652 ÅRLAND",83,60.4002632,5.7133011
Nord-Odal ungdomsskole,Nord-Odal,Hedmark,"Strømsvegen 9, 2133 GARDVIK",167,60.4004926,11.6638517
Garvik skole,Nord-Odal,Hedmark,"Strømsvegen 11, 2133 GARDVIK",36,60.4004926,11.6638517
Krohnengen skole,Bergen,Hordaland,"Professor Dahls Gate 35, 5031 BERGEN",299,60.4006514,5.3271353
Ågotnes skule,Fjell,Hordaland,"Hamramyra 10, 5363 ÅGOTNES",31,60.4026363,5.0086637
Skålevik skule,Fjell,Hordaland,"Vestsidevegen 265, 5357 FJELL",14,60.4027022,4.9940245
Fagerlund skole,Gran,Oppland,"Røysumslinna 2, 2770 JAREN",77,60.4031607,10.5334205
Rothaugen skole,Bergen,Hordaland,"Rotthaugsgaten 10, 5033 BERGEN",341,60.4038487,5.3228899
Grinder skole,Grue,Hedmark,"2264, GRINDER  ",,60.4040391,12.0468743
Strusshamn skole,Askøy,Hordaland,"Strusshamnvegen 39, 5302 STRUSSHAMN",321,60.4051779,5.1920821
Follese skole,Askøy,Hordaland,"Fjelltunvegen, 5303 FOLLESE",618,60.4083594,5.1629641
Kleppestø barneskole,Askøy,Hordaland,"Ranavegen 6, 5300 KLEPPESTØ",117,60.4113159,5.219436
Vines skule,Ullensvang,Hordaland,"Vines, 5778 UTNE",4,60.4145019,6.5255784
Kleppestø ungdomsskole,Askøy,Hordaland,"Søre Myrane 2, 5300 KLEPPESTØ",117,60.415299,5.2189145
Moen skole,Gran,Oppland,"Rognstadvegen 64, 2770 JAREN",77,60.4169076,10.5656981
Landro skule,Fjell,Hordaland,"Landro, 5363 ÅGOTNES",31,60.4182789,4.9731629
Florvåg skole,Askøy,Hordaland,"Nedre Hagen 2., 5305 FLORVÅG",7,60.4196564,5.2353329
Hetlevik skole,Askøy,Hordaland,"Storehaugen 2, 5304 HETLEVIK",42,60.4212386,5.1451609
Brandbu ungdomsskole,Gran,Oppland,"Nobels Gate 28, 2760 BRANDBU",54,60.4218512,10.5129891
Indre Arna skule,Bergen,Hordaland,"Ådnavegen 42, 5260 INDRE ARNA",,60.4219899,5.4690818
Kleppe skole,Askøy,Hordaland,"Kleppevegen 127, 5300 KLEPPESTØ",45,60.4228944,5.2033203
Trengereid skule,Bergen,Hordaland,"Skulstadvegen 10, 5263 TRENGEREID",25,60.4278425,5.6288969
Solvang skole - Gran,Gran,Oppland,"Dæhlengutua 5, 2760 BRANDBU",24,60.429744,10.5049772
Ålvik skule,Kvam,Hordaland,"Skulevegen 2, 5614 ÅLVIK",7,60.4330556,6.4356512
Kjerkekretsen skole,Hurdal,Akershus,"Vestsidevegen, 2090 HURDAL",27,60.4379919,11.0616325
Garnes ungdomsskule,Bergen,Hordaland,"Garnesvegen 88, 5260 INDRE ARNA",325,60.4405269,5.4613646
Erdal barneskole,Askøy,Hordaland,"Erdalsvegen 1, 5306 ERDAL",28,60.4427535,5.2270037
Garnes skule,Bergen,Hordaland,"Øvre Seimsmark 70, 5260 INDRE ARNA",325,60.4430696,5.4636263
Davanger skole,Askøy,Hordaland,"Davanger, 5310 HAUGLANDSHELLA",22,60.4433333,5.1575
Tveit skole,Askøy,Hordaland,"Mannekleive, 5310 HAUGLANDSHELLA",34,60.445284,5.15745
Kalvatræet skole,Bergen,Hordaland,"Kalvatræet 37, 5106 ØVRE ERVIK",17,60.4456579,5.3204528
Erdal ungdomsskole,Askøy,Hordaland,"Steinråsa 3, 5306 ERDAL",117,60.4477937,5.2056866
Misje skule,Fjell,Hordaland,"5366, MISJE  ",47,60.4478417,4.9603187
Haugland skole,Bergen,Hordaland,"Hauglandsvegen 56, 5265 YTRE ARNA",87,60.4480981,5.4004453
Hanøy skole,Askøy,Hordaland,"Hanøy, 5310 HAUGLANDSHELLA",87,60.4488081,5.0888326
Hurdal ungdomsskole,Hurdal,Akershus,"Rognstadvegen, 2090 HURDAL",100,60.4490052,11.0446326
Haugland skole,Askøy,Hordaland,"Hauglandsvegen 8, 5310 HAUGLANDSHELLA",101,60.4503609,5.157365
Haus skule,Osterøy,Hordaland,"Haus, 5286 HAUS",26,60.4533094,5.4943635
Refset skole,Grue,Hedmark,"Bruvegen, 2260 KIRKENÆR",,60.4569603,12.056556
Tertnes skole,Bergen,Hordaland,"Tertnesveien 29, 5113 TERTNES",109,60.4571007,5.2848219
Åstveit skole,Bergen,Hordaland,"Tertnesveien 33, 5113 TERTNES",109,60.4574968,5.2890269
Grue barne- og ungdomsskole,Grue,Hedmark,"2260, KIRKENÆR  ",57,60.4577549,12.0604408
Breimyra ungdomsskole,Bergen,Hordaland,"Breimyra 68 B, 5134 FLAKTVEIT",299,60.4596193,5.3682828
Ulsetskogen skole,Bergen,Hordaland,"Ulsetskogen 14, 5119 ULSET",100,60.4610434,5.3139326
Tunhovd Oppvekstsenter - Avdeling skole,Nore og Uvdal,Buskerud,"Tunhovd, 3540 NESBYEN",11,60.4610639,8.763355
Stiftelsen Davinci Montessoriskole,Bergen,Hordaland,"Vilhelm Bjerknes Vei 22, 5081 BERGEN",299,60.4627925,5.2873245
Krokeide skole,Bergen,Hordaland,"Krokeidevegen 579, 5244 FANA",299,60.4627925,5.2873245
Stiftelsen Montessoriskolen i Bergen,Bergen,Hordaland,"Vilhelm Bjerknes Vei 22, 5081 BERGEN",299,60.4627925,5.2873245
Ytrebygda skole,Bergen,Hordaland,"Skagevegen 38, 5258 BLOMSTERDALEN",299,60.4627925,5.2873245
Sandgotna skole,Bergen,Hordaland,"Elvetun 18, 5172 LODDEFJORD",299,60.4627925,5.2873245
Fridalen skole,Bergen,Hordaland,"Bøkeveien 19, 5093 BERGEN",62,60.4627925,5.2873245
Minde skole,Bergen,Hordaland,"Grønnestølsveien 22, 5073 BERGEN",299,60.4627925,5.2873245
Vadmyra skole,Bergen,Hordaland,"Lyngfaret 21, 5172 LODDEFJORD",297,60.4627925,5.2873245
Fjellsdalen skole,Bergen,Hordaland,"Fjellsdalen 15, 5155 BØNES",299,60.4627925,5.2873245
Haukås skole,Bergen,Hordaland,"Leikvangvegen 21, 5111 BREISTEIN",44,60.4627925,5.2873245
Lone skule,Bergen,Hordaland,"Lonaleitet 131, 5268 HAUKELAND",299,60.4627925,5.2873245
Christi Krybbe skole,Bergen,Hordaland,"Vetrlidsallmenningen 1, 5014 BERGEN",16,60.4627925,5.2873245
Kronstad skole,Bergen,Hordaland,"Edvard Griegs Vei 29, 5053 BERGEN",299,60.4627925,5.2873245
Damsgård skole,Bergen,Hordaland,"Herman Grans Vei 2, 5162 LAKSEVÅG",27,60.4627925,5.2873245
Eidsvåg skole,Bergen,Hordaland,"Granlia 1, 5104 EIDSVÅG I ÅSANE",299,60.4627925,5.2873245
Bjørndalsskogen skole,Bergen,Hordaland,"Dag HammarskjÖlds Vei 7, 5144 FYLLINGSDALEN",299,60.4627925,5.2873245
Hellen skole,Bergen,Hordaland,"Helleveien 118, 5043 BERGEN",341,60.4627925,5.2873245
Ytre Arna skole,Bergen,Hordaland,"Bankvegen 11, 5265 YTRE ARNA",87,60.4627925,5.2873245
Rolland skole,Bergen,Hordaland,"Åslia 13, 5115 ULSET",299,60.463072,5.3330069
Lægreid skule,Eidfjord,Hordaland,"Skulevegen 4, 5783 EIDFJORD",106,60.4635402,7.070868
Li skole,Bergen,Hordaland,"Liakroken 29, 5132 NYBORG",41,60.464048,5.3521032
Ravnanger ungdomsskole,Askøy,Hordaland,"Rindadalsvegen 37, 5310 HAUGLANDSHELLA",319,60.4645334,5.1507841
Flaktveit skole,Bergen,Hordaland,"Flaktveitsvingane 17, 5135 FLAKTVEIT",299,60.4648404,5.3585991
Haukedalen skole,Bergen,Hordaland,"Hesthaugvegen 91, 5119 ULSET",299,60.465153,5.301299
Bjørklund skole,Gran,Oppland,"Bleikenvegen 75, 2760 BRANDBU",4,60.4652579,10.4866113
Blokkhaugen skole,Bergen,Hordaland,"Myrdalskogen 53, 5118 ULSET",341,60.4670131,5.3159821
Hop skole,Askøy,Hordaland,"Askvegen 331, 5307 ASK",28,60.4744267,5.2153369
Kyrkjekrinsen skole,Bergen,Hordaland,"Åsamyrane 304, 5131 NYBORG",19,60.4753756,5.3425368
Eksingedalen skule,Vaksdal,Hordaland,"Bergo, 5728 EIDSLANDET",4,60.4754273,5.7402044
Vaksdal skule,Vaksdal,Hordaland,"Vaksdalsgarden 25, 5725 VAKSDAL",9,60.4754273,5.7402044
Feiring skole,Eidsvoll,Akershus,"Feiringvegen 1256, 2093 FEIRING",97,60.4754686,11.1640223
Strømmen skole,Hurdal,Akershus,"Høversjøvegen 11, 2090 HURDAL",17,60.4763054,11.0239781
Bruvik skule,Osterøy,Hordaland,"Bruvik, 5285 BRUVIK",38,60.4795895,5.6776348
Mjølkeråen skole,Bergen,Hordaland,"Marikollen 28, 5136 MJØLKERÅEN",38,60.4856523,5.2658029
Marikollen skole,Bergen,Hordaland,"Marikollen 30b, 5136 MJØLKERÅEN",38,60.4858546,5.2628352
Namnå skole,Grue,Hedmark,"Skolegata, 2265 NAMNÅ",,60.4997456,12.0755314
Træet skule,Askøy,Hordaland,"Træet, 5314 KJERRGARDEN",17,60.5018496,5.0900951
Salhus skole,Bergen,Hordaland,"Vikavegen 30, 5107 SALHUS",3,60.5043537,5.2643921
Valestrand skule,Osterøy,Hordaland,"5281, VALESTRANDSFOSSEN  ",72,60.5059551,5.4240571
Hauge skule,Osterøy,Hordaland,"5281, VALESTRANDSFOSSEN  ",70,60.5059551,5.4240571
Flatøy skule,Meland,Hordaland,"Flatøyvegen 70, 5918 FREKHAUG",25,60.5119403,5.2396871
Sagstad skule,Meland,Hordaland,"Sagstadvegen 76, 5918 FREKHAUG",39,60.5119403,5.2396871
Vestbygd skule,Meland,Hordaland,"Holmemarka 5, 5918 FREKHAUG",25,60.5119403,5.2396871
Fauskanger barne- og ungdomsskole,Askøy,Hordaland,"Fauskanger, 5314 KJERRGARDEN",117,60.5125752,5.0343821
Bjoneroa skole,Gran,Oppland,"Skolevegen 5, 3522 BJONEROA",4,60.5147446,10.2961205
Øygarden ungdomsskule,Øygarden,Hordaland,"Ternholmvegen 2, 5337 RONG",193,60.5155075,4.9133049
Meland ungdomsskule,Meland,Hordaland,"Havnevegen 51, 5918 FREKHAUG",140,60.5169455,5.2460957
Hordvik skole,Bergen,Hordaland,"Midtre Prestavegen 18, 5108 HORDVIK",20,60.5198527,5.3095006
Osterøy ungdomsskule,Osterøy,Hordaland,"Hatland, 5282 LONEVÅG",,60.5243677,5.5072837
Lonevåg skule,Osterøy,Hordaland,"Hatland, 5282 LONEVÅG",196,60.5243677,5.5072837
Dagali og Skurdalen Oppvekstsenter - Avdeling skol,Hol,Buskerud,"Skurdalsvegen 480, 3580 GEILO",6,60.5292308,8.2197334
Hol ungdomsskole,Hol,Buskerud,"Lienvegen 63, 3580 GEILO",19,60.5359379,8.2210995
Geilo skole,Hol,Buskerud,"Lienvegen 75, 3580 GEILO",2,60.5369067,8.2232551
Hamre skule,Osterøy,Hordaland,"Hamre, 5281 VALESTRANDSFOSSEN",2,60.5465188,5.3582663
Grasdal skule,Meland,Hordaland,"Sjøvegen 10, 5918 FREKHAUG",78,60.5500136,5.2130503
Stanghelle skule,Vaksdal,Hordaland,"Brekkjen 23, 5724 STANGHELLE",30,60.5537692,5.7458474
Jara skole,Åsnes,Hedmark,"Jara, 2266 ARNEBERG",91,60.560336,12.054406
Solør Montessoriskole,Åsnes,Hedmark,"2266, ARNEBERG  ",8,60.560336,12.054406
Nes skole,Ringerike,Buskerud,"3524, NES I ÅDAL  ",211,60.5625227,9.9958515
Nes barneskole,Nes,Buskerud,"Tingnesvegen 51, 2353 STAVSJØ",86,60.564086,9.1055237
Nordhordland Kristne grunnskole,Lindås,Hordaland,"Alvermarka 39, 5911 ALVERSUND",27,60.5647387,5.2429091
Bordalen skule,Voss,Hordaland,"Bjørnshovden 19, 5700 VOSS",41,60.5664191,6.4409456
Palmafossen skule,Voss,Hordaland,"Tjukkabygdvegen 29, 5700 VOSS",20,60.5664191,6.4409456
Alversund skule,Lindås,Hordaland,"Tveiten, 5911 ALVERSUND",166,60.571046,5.224713
Knarvik barneskule,Lindås,Hordaland,"5914, ISDALSTØ  ",36,60.571046,5.224713
Stenby skole,Stange,Hedmark,"Stenby, 2338 ESPA",32,60.575269,11.2735888
Fotlandsvåg skule,Osterøy,Hordaland,"Fotlandsvåg, 5283 FOTLANDSVÅG",32,60.5886608,5.5259271
Dale barne- og ungdomsskule,Vaksdal,Hordaland,"Skulegata 30, 5722 DALEKVAM",53,60.5915107,5.8204993
